Nitrogen,Phosphorus,Potassium,Moisture,Temperature,Conductivity,pH,Label
1.075436158,0.861753135,1.211945328,24.55760772,31.90587164,0.380531823,6.267941945,Red Soil
1.228004952,0.73297948,1.262431138,11.57637976,19.9202046,1.53963309,6.739258193,Red Soil
1.35554798,0.901384705,1.124894903,24.74714309,31.8119705,0.367228072,6.443788946,Red Soil
19.49705044,51.00149171,34.45029409,85.06655442,44.05137687,0.858858926,5.60443245,Alluvial Soil
15.04587033,34.1829364,24.21735916,56.94248977,25.32987047,0.335700603,7.226740878,Loamy Soil
42.6978963,12.17014819,29.84440036,53.87059366,24.10743608,0.36786204,6.927097338,Loamy Soil
15.74602149,40.5205845,53.4384721,82.24386179,28.70883553,0.496321546,5.603863156,Alluvial Soil
35.27035563,13.72605639,30.05136762,58.21101077,25.09451068,0.31378836,6.749171983,Loamy Soil
37.62528799,16.75232606,27.90180744,54.52240882,24.35466408,0.353751452,6.373873129,Loamy Soil
37.73131895,17.39566664,37.41755336,64.12830234,24.67874477,0.30261786,6.265351971,Alluvial Soil
1.276633501,1.353428023,0.736892119,22.16419002,30.56014847,0.308389608,6.643324811,Loamy Soil
1.382599743,0.652812143,1.429227264,21.22742994,35.76412443,0.672857109,6.913760414,Desert Soil
0.74165607,1.307372543,1.313535668,22.32362782,30.36391537,0.459713016,5.774999066,Red Soil
14.04244945,27.74870651,30.62908926,65.44836567,37.11296875,0.373453903,6.600117242,Alluvial Soil
34.20515196,19.11786271,27.49082442,57.64466334,25.7665261,0.271853912,6.737138924,Loamy Soil
1.342816904,0.947508475,0.873715348,22.17384603,24.96751639,0.451799317,6.11000453,Red Soil
1.205022835,0.796156251,1.461076885,13.37714258,20.91334714,0.656519228,7.293414453,Desert Soil
1.377547615,1.001749527,1.162126313,25.12494352,31.83380464,0.411706225,6.605917155,Desert Soil
28.18753158,17.8448154,27.26949161,57.61681317,21.67962449,0.307517748,7.589816608,Loamy Soil
0.593774977,1.189982067,1.752942005,9.399002438,28.61094948,0.588085404,8.26057327,Desert Soil
1.418680064,0.892024084,1.222233537,22.48175585,34.74345061,0.392265523,6.472414135,Desert Soil
24.75422871,19.33407887,20.6311129,44.21766481,18.07340057,0.388048939,7.546093735,Desert Soil
0.838797967,1.287012426,0.97548681,18.99964064,27.06121035,0.575062954,5.673312348,Red Soil
36.53371363,18.02539831,30.4144691,54.12805898,22.08153317,0.369418154,5.949235341,Loamy Soil
0.726287474,1.779681574,1.40272648,18.10921767,28.79632808,0.888517163,6.363830285,Desert Soil
0.974651455,1.757248769,1.049125404,10.83325913,26.35142416,0.631594919,6.360253988,Desert Soil
23.60521851,11.66435809,21.02151833,46.36001161,16.81246648,0.343112615,6.951845482,Loamy Soil
24.01006649,11.44542463,24.97093912,58.95952706,29.49753984,0.298703198,6.705610405,Alluvial Soil
34.75673933,15.46361889,24.9792208,57.74904067,20.33723947,0.319388102,6.845320485,Loamy Soil
0.851805505,1.211430186,1.905211435,25.31385916,37.30351384,1.458180788,7.689460812,Desert Soil
0.81995796,0.570302538,1.620435892,11.78488766,39.56006685,0.657261759,6.707553233,Desert Soil
0.933840974,0.914387385,1.106092323,25.66461698,30.95018335,0.282794354,5.856435752,Red Soil
0.648123933,0.975165647,1.326341327,18.08915465,26.6424959,0.275338591,5.978444357,Red Soil
0.905267914,0.563440767,1.686860058,10.23539281,33.71492971,0.670031212,6.276298819,Desert Soil
1.430335509,1.376553799,1.293201217,16.34037032,27.49155351,0.508889654,6.340967094,Desert Soil
1.195639902,0.514690445,1.478179106,23.83913616,47.54957553,0.989922217,7.533990392,Desert Soil
1.448442512,0.812091742,1.659612244,23.89078055,36.3724767,0.587059738,6.671967877,Red Soil
0.954894647,1.300065684,1.787650133,16.97465509,35.79448759,1.470780717,8.30397383,Desert Soil
45.06906942,11.13066517,47.34319697,66.50143039,26.91844973,0.393287782,6.440894262,Loamy Soil
0.506928725,1.147917175,1.291728406,14.68416653,30.47473295,0.806792212,8.336575112,Desert Soil
1.666775043,0.647170257,1.349612346,15.95387483,31.64786535,1.45765723,7.338609631,Desert Soil
16.85413827,13.12874818,18.99526484,57.74762344,21.04508596,0.270005147,7.929794809,Loamy Soil
0.763451747,0.94215115,1.345150191,24.88907844,35.18223789,0.258373062,6.103107206,Red Soil
38.56852419,14.80268298,26.10014065,52.51632017,21.9118781,0.393206721,7.023425682,Loamy Soil
26.48427573,11.14196176,22.70476697,47.44492999,25.36597633,0.316086636,6.425429219,Alluvial Soil
1.453260563,0.734901933,1.338923611,24.33946225,28.35087972,0.305212707,6.805107994,Red Soil
0.899236024,1.009655042,1.396173089,33.24153015,35.20460632,0.616378345,5.757246801,Red Soil
1.658192382,0.978277298,1.027813278,27.26195161,32.96411526,0.248648692,6.176829015,Red Soil
17.38274793,46.48739074,44.34497838,79.27328595,42.87289781,0.763300418,6.011557935,Alluvial Soil
0.586246413,1.520416335,1.642102391,17.93443876,31.00582113,0.6453494,7.444406677,Loamy Soil
67.94643195,17.86324699,52.58650933,108.5459436,37.84977866,0.555986762,6.611355803,Alluvial Soil
0.599665971,0.823230711,1.564464992,9.983712132,40.62381702,0.691469512,6.898301165,Desert Soil
1.279873081,0.760991875,1.274336504,22.62219025,32.28181973,0.300938268,6.378319694,Red Soil
32.2395739,16.54957347,31.13908937,51.81217672,21.92856967,0.408598071,7.069931841,Loamy Soil
17.54577081,28.87795118,25.64153037,60.7428906,23.42300107,0.349510028,7.450997295,Loamy Soil
41.83020187,13.60490323,41.71870296,81.8133594,29.27369187,0.336926499,6.066298044,Alluvial Soil
1.562144313,0.943326558,1.43022741,15.60795213,44.49032253,1.039399573,7.950026051,Desert Soil
19.53473506,13.17351802,17.8680866,66.54667481,22.57525505,0.483430288,7.143522646,Alluvial Soil
1.081261281,0.945014334,1.084422562,25.68080258,34.2675483,0.398432163,6.422620132,Alluvial Soil
34.95589636,20.63058049,27.8119208,58.07676669,25.71782423,0.354672543,6.864641371,Loamy Soil
1.118035244,0.946780232,1.354273648,20.96188124,37.40983197,0.511040552,6.901604815,Desert Soil
22.06604468,15.7303294,17.98057244,65.37110881,25.817095,0.655881457,7.210400998,Alluvial Soil
23.88028144,14.31427724,23.45527977,59.32327792,22.2636556,0.53357577,6.335300798,Alluvial Soil
43.12217493,19.42758285,37.25207245,81.22153535,40.58633871,0.53183083,5.92453275,Alluvial Soil
26.53146873,12.38585755,23.21829061,61.65492599,24.37292553,0.306073601,5.411976219,Alluvial Soil
0.766559342,1.23511673,1.36263277,19.28123234,26.90330326,0.308494739,5.965439649,Red Soil
52.77593627,19.5739779,38.5046863,81.86405172,50.04613643,0.495519149,5.863845361,Alluvial Soil
47.50517864,13.3754923,56.06245536,73.01656275,37.50016755,0.387069131,5.765895071,Alluvial Soil
0.632006069,0.820197374,1.403489513,12.06168554,36.29682464,0.73116674,6.191349527,Desert Soil
13.56903947,30.64732353,24.36732136,52.52969531,23.85735494,0.355250636,6.640204755,Loamy Soil
12.80523481,48.92955487,45.42858632,74.89989133,29.44526387,0.316435878,6.593858082,Alluvial Soil
38.48467433,16.1613088,38.10768625,70.95469093,27.3777619,0.33107319,6.245959588,Alluvial Soil
0.949996977,1.47564399,1.424211026,19.67086569,38.60294507,0.79466102,7.291103628,Desert Soil
0.747193866,1.043409673,1.337944191,20.87735392,30.76714432,0.632056691,5.723144534,Red Soil
35.23505533,17.13832291,30.27205457,60.56919347,25.26707484,0.323654141,7.138347251,Loamy Soil
0.991378744,1.168761928,1.094500578,25.07072207,35.10977143,0.423623824,7.298087923,Red Soil
12.666953,46.947834,54.44410386,86.79250313,35.02965335,0.422001677,6.5360813,Alluvial Soil
45.19578434,18.6814483,50.33551539,70.07872774,44.73103213,0.68494723,6.21922485,Alluvial Soil
1.357159249,0.881114252,1.446577774,22.80475496,32.41738276,0.304069306,6.634731077,Red Soil
1.555519102,0.499021581,1.265585644,21.11393717,42.88700425,0.604279988,6.866718295,Desert Soil
0.918224701,1.192910926,1.387282024,13.28979751,18.32623494,1.227855571,7.76493612,Desert Soil
0.586232907,0.800445678,1.556607714,26.81017595,41.80133105,0.973134861,6.821156552,Desert Soil
0.91961272,0.484858395,1.607085948,22.69866869,44.56277364,1.558537656,7.130817364,Desert Soil
17.14427989,30.44218647,23.76805506,54.219616,18.63790361,0.349247495,6.986365835,Loamy Soil
39.37907798,17.21768513,49.75613471,75.72952052,40.36774619,0.22133276,5.890820672,Alluvial Soil
1.310034839,1.247369013,1.039497292,19.79575904,28.77201121,0.429671735,6.196997266,Red Soil
33.50721978,17.15762378,30.61627222,60.33776306,24.8089766,0.301125506,7.343953216,Loamy Soil
1.49003624,1.14790958,0.784408683,18.29649463,29.05310223,0.492457818,6.007806578,Red Soil
37.98015347,19.31913749,28.01449696,57.71762154,25.18163204,0.313055042,7.592293388,Loamy Soil
1.40853704,1.750411389,1.215230671,19.42450074,21.81979713,1.245407372,6.476263601,Desert Soil
1.424172773,1.114696162,0.805921524,26.67029614,33.024118,0.538293532,6.53584022,Red Soil
1.146976284,0.566293884,1.53703162,22.31620408,38.01957441,0.628727391,8.003422039,Desert Soil
18.21326046,48.31791959,48.39208428,78.18599614,41.41680592,0.688880253,5.619803416,Alluvial Soil
0.890958411,1.18460721,1.407934285,23.71413555,33.35376141,0.49925593,6.12357161,Red Soil
26.24867116,12.51988566,25.26390796,53.90716018,28.3847115,0.36928479,6.56205337,Alluvial Soil
41.03109829,17.14317871,27.56029262,55.22997064,22.81800606,0.383408897,7.233536857,Loamy Soil
0.770048432,1.164034978,1.142841782,27.91535107,31.95871337,0.378680506,5.850294736,Red Soil
1.28339561,1.386114629,1.638478004,23.1396073,29.58888728,0.312641575,6.464898456,Red Soil
1.45835179,0.683672629,1.344500396,24.02528087,29.59527779,0.493563786,6.253184758,Red Soil
33.81717652,22.251699,28.20220118,59.65775251,28.9196907,0.372159245,7.662463803,Loamy Soil
31.44559524,19.45394807,27.28197594,52.23446832,23.58302606,0.288935473,6.649898122,Alluvial Soil
29.37965583,15.18104011,26.77611881,51.18657831,23.13315091,0.384324743,8.316720694,Loamy Soil
1.521150701,1.162396828,1.174229646,19.07996977,35.60896126,1.049125982,7.021256698,Desert Soil
1.463716009,1.483989267,1.365630038,15.75811369,27.20583314,0.440838347,6.792168378,Desert Soil
0.433836729,1.7442673,1.499587946,15.31173163,39.34663373,0.991804714,7.014248782,Desert Soil
0.87959149,0.94999736,1.386910654,18.93337045,30.50204148,1.091892183,7.80090492,Desert Soil
1.049155055,1.393250783,0.861665349,23.61956679,31.10626641,0.561324644,5.93975737,Red Soil
32.78627492,15.7510288,25.38089849,55.18046425,24.08828314,0.345873675,6.976391198,Loamy Soil
45.51657753,18.56418717,44.21176192,71.27185242,43.69322756,0.585187947,6.718788146,Alluvial Soil
1.335364638,0.89773524,1.053458953,11.86020152,32.55938832,0.530785863,8.094251098,Desert Soil
1.232024242,1.070689403,0.825061068,24.77633933,32.75770959,0.281934488,6.013770263,Red Soil
0.982742235,1.407649895,1.73654108,11.75586539,25.28763862,1.13726641,6.754758732,Desert Soil
31.0478765,16.3968136,30.17237083,58.42652225,24.72035038,0.274789242,7.520296536,Loamy Soil
33.39872885,19.14869881,22.92204499,60.65767351,20.48573982,0.295052083,7.139216904,Loamy Soil
20.25562527,50.91967663,41.43797583,76.72818963,47.16793277,0.580193383,5.347754598,Desert Soil
19.18002692,49.90823467,34.51978517,80.36958798,38.15533756,0.767792555,6.237536924,Alluvial Soil
40.19245717,14.39432778,39.88257376,66.50251198,35.64652515,0.207240104,3.940470756,Alluvial Soil
0.582081299,0.88830063,1.710826011,14.0171505,32.13690201,0.634561867,7.60427155,Desert Soil
1.263591199,1.367579446,1.35163076,24.90808225,31.92366064,0.47826397,5.523601034,Red Soil
1.154225178,1.759435979,1.031371009,29.26119564,35.0066022,0.283617211,6.122826124,Red Soil
37.45825675,18.50078855,29.02771676,53.38936807,24.09970794,0.329317666,7.349948445,Loamy Soil
34.9972936,15.47926747,26.55009783,56.28822393,24.49474587,0.278752033,7.001396689,Red Soil
44.82462659,18.22637002,44.98139103,72.09250827,45.84869768,0.549714001,6.781171811,Alluvial Soil
0.880989644,1.042149099,1.488319366,24.90375745,30.60955016,0.563385141,6.324614883,Red Soil
1.030646465,0.886221638,1.482186917,24.67464965,25.91538085,0.540893041,6.311072656,Red Soil
0.559800638,0.97877711,1.739591824,12.67462903,30.95188212,1.558131169,7.285168725,Desert Soil
14.65938964,39.25144578,32.79973327,62.22277532,24.53429666,0.399633939,7.56080939,Loamy Soil
29.63342075,17.26778687,25.11441115,49.53186376,20.86519307,0.339075824,7.898422823,Loamy Soil
13.58700422,27.65370523,20.48901649,47.90454512,18.71551798,0.269006506,7.4661573,Loamy Soil
0.861470381,1.231273191,1.607131308,24.76788889,37.34325103,1.289891359,7.5876258,Desert Soil
27.94810976,16.19791521,22.24485901,51.38989746,22.80583149,0.327854297,7.554169164,Loamy Soil
1.413878863,0.846302642,1.160525123,22.46473608,26.27367811,0.530455036,6.333062472,Loamy Soil
13.85597457,31.45676748,33.11831227,60.29597228,33.54163115,0.33471379,5.940319269,Alluvial Soil
1.678822695,1.068914331,1.20083118,12.5727213,27.31362013,0.468444765,7.49545488,Desert Soil
0.949712233,1.413169487,1.503981713,23.31708931,21.02062408,0.575652341,7.206942417,Alluvial Soil
1.402627623,1.461812742,1.619290696,24.6309648,19.70243841,0.430287984,6.02843029,Red Soil
28.09728218,14.59685683,26.28700741,56.06627529,26.9254194,0.297357714,7.100460387,Loamy Soil
1.503632307,0.796786725,1.357314098,22.77360643,30.39522405,0.363401776,6.181194851,Red Soil
12.13639989,24.70479639,20.62649662,50.29828398,18.09169055,0.304014325,7.007131654,Loamy Soil
1.480646114,0.97390705,0.932215374,26.13850575,30.47897503,0.206992496,5.642011388,Red Soil
30.03256643,13.56431066,25.17762144,52.26155634,24.68659374,0.307546861,7.40525622,Loamy Soil
1.479847118,0.952867824,0.982212204,19.6880215,29.73640774,0.258816742,5.820412993,Red Soil
1.098041127,0.751524636,1.460052658,26.63690774,36.86567617,0.63514072,5.67573754,Red Soil
46.61086175,18.12509088,53.8782817,101.8164347,41.31247488,0.488280318,6.411508713,Alluvial Soil
1.457813696,0.515007674,1.257978261,24.95920485,43.28288202,0.695171519,7.843147617,Desert Soil
1.127914201,1.224645388,0.655625174,26.49938716,36.60887807,0.608472659,6.57886033,Red Soil
1.047851911,1.434049957,0.959122924,27.44809739,32.65664681,0.3001512,6.566185737,Red Soil
27.96845605,13.66359264,26.25685049,55.31167767,24.50762284,0.304820917,7.878741272,Loamy Soil
28.93684463,12.626758,23.54639928,53.09326719,20.94031455,0.338508034,6.523410785,Loamy Soil
1.036295524,0.869992191,1.34657459,18.59332559,32.8516999,0.834079044,8.108402991,Desert Soil
14.86512301,31.1308111,25.77889332,56.84387257,21.06719235,0.335848709,7.02653488,Loamy Soil
13.37796382,46.41773397,44.55998504,74.49880348,27.35538332,0.339646004,7.152262059,Alluvial Soil
30.02415968,15.59319081,24.30757636,47.22065575,18.26165399,0.396678462,7.603405618,Loamy Soil
1.045855274,1.165080835,1.885034875,14.92427325,31.02353932,1.493197029,8.304232619,Desert Soil
13.94852863,43.84677835,31.67312489,60.64248699,24.42559402,0.385097534,6.507428767,Loamy Soil
38.56895689,19.00718629,31.58254358,50.95565365,25.72418627,0.371450091,6.680249763,Loamy Soil
25.61685189,15.29587727,25.45391132,51.91600567,18.4848542,0.271124562,6.577837941,Loamy Soil
19.93328536,13.41203239,17.53742657,63.73024513,23.68307708,0.365193298,5.777090761,Alluvial Soil
25.14857462,15.33541262,25.85728998,54.24354515,20.86523158,0.292162036,6.949478836,Loamy Soil
19.76022422,15.94168619,19.57977251,63.07817507,21.23865148,0.520149535,7.209284608,Alluvial Soil
0.541257216,0.574398556,1.182353739,12.67675164,30.06952539,0.876725335,7.551410414,Desert Soil
0.717265587,1.014799215,1.377980129,18.65350347,27.43417626,0.610183532,6.27234457,Red Soil
1.210000546,1.458694639,1.497338814,22.5402089,30.7323848,0.58709928,6.631820517,Red Soil
38.30134879,14.47699474,31.61472749,56.31200678,24.50729274,0.388978504,6.438415666,Loamy Soil
23.22592784,13.70825858,22.65018701,51.75455208,26.67248068,0.28295032,5.714801078,Alluvial Soil
39.97011713,20.87781441,31.27113124,65.15816455,27.09926672,0.267295594,7.191189314,Loamy Soil
30.88751325,12.376891,20.15132116,50.67171148,18.57834588,0.357695983,7.43003213,Loamy Soil
1.268539693,1.503133512,1.344113548,17.49594037,26.46956668,1.578358665,7.443483038,Desert Soil
39.26299319,17.52183032,31.96292567,54.97423529,22.51581354,0.404847245,8.262649332,Loamy Soil
1.354620105,1.590074237,0.978155905,24.41229784,33.22259024,0.47264989,4.986895562,Red Soil
0.77851803,1.321127825,0.735754313,17.63720103,26.72008908,0.2872557,6.061674399,Red Soil
29.29350842,18.71878375,25.19025823,56.71690022,21.95017615,0.358410735,6.565569646,Loamy Soil
1.116228483,1.071023818,1.509141307,27.7996206,32.92986988,0.61378534,6.247230505,Red Soil
0.612811451,1.222876614,0.923614968,23.95618156,25.63367614,0.33876958,5.53222746,Red Soil
15.39650126,44.0195524,37.14778638,65.63041412,27.11059034,0.389728173,6.017062869,Alluvial Soil
0.79350064,1.022567111,1.813698094,15.38718075,20.73451402,1.267672188,6.864872635,Desert Soil
43.42508602,16.19994308,36.25038219,59.18102505,26.07347291,0.373446064,6.829284456,Loamy Soil
27.38199174,13.78873234,21.08312106,48.11912775,17.44490952,0.288203656,7.25595743,Red Soil
1.248499084,1.175389413,0.730215288,21.64021468,29.4209872,0.523543053,6.175295248,Red Soil
1.639414066,1.24407047,1.0596344,10.20659825,24.23587185,1.085881978,6.696806079,Desert Soil
58.67535163,15.04068284,52.89744155,102.6675454,37.84810026,0.612408976,6.18548444,Alluvial Soil
29.24348981,16.09522668,25.30393243,53.68454386,23.89437537,0.282632411,7.29091004,Loamy Soil
0.936531461,1.376103889,1.001270819,22.51688775,27.42511368,0.275220155,6.25412957,Red Soil
0.843738695,1.443336378,1.508951783,17.09053898,38.77657518,1.040212276,6.60949711,Desert Soil
1.508092788,0.817832356,1.469362603,19.88938568,30.94667088,0.423495163,6.129624567,Red Soil
28.40635839,11.91405553,33.74873515,58.66610158,31.38467498,0.409947196,6.54667217,Alluvial Soil
19.34874766,13.95932558,16.89507098,56.37653586,18.73463011,0.306158265,8.206842893,Alluvial Soil
1.191191978,0.718747607,1.393679306,20.26641876,29.23086121,0.267305587,6.236891766,Red Soil
1.50475113,0.968423779,1.591209416,23.82034558,33.90889182,0.342813341,6.710625825,Red Soil
18.17451791,28.88830049,27.58489597,56.03413476,25.1584935,0.310078428,6.808005726,Loamy Soil
27.26716876,14.46139471,25.08525751,47.89645862,18.57394861,0.366747795,8.220797766,Loamy Soil
39.2361348,17.18886576,48.20783748,79.20148482,35.34102645,0.425013233,6.893459159,Alluvial Soil
69.69296262,16.28210153,56.17794871,121.0919387,42.39535154,0.579319496,6.447612534,Alluvial Soil
1.286779042,0.992607474,1.245603906,26.94045357,30.75769771,0.339781138,6.710515274,Red Soil
1.006460398,0.687943763,0.845237414,18.68277648,24.58363976,0.431642812,6.12140645,Red Soil
18.23544363,39.19032891,31.01780982,54.11122823,23.05438677,0.430531987,7.330485222,Loamy Soil
1.043561577,1.533015428,0.90414424,22.91900782,34.86628102,0.606842585,6.005952026,Red Soil
39.67310464,21.53587241,26.63825564,59.05025763,24.54342821,0.379058845,7.112506396,Loamy Soil
41.65202525,14.60810093,32.97324218,55.45408939,25.40272889,0.346175872,6.877954221,Loamy Soil
0.833857936,0.823706233,1.492593834,27.80272827,40.9713348,0.669618868,7.135332096,Desert Soil
0.989569183,1.059755636,1.342623955,23.15478821,30.18495208,0.656752522,6.750339637,Red Soil
0.727209343,1.07124944,1.597199138,29.34825732,31.75164753,0.508751995,5.864141785,Alluvial Soil
45.84230447,17.85543709,45.33827328,74.76316996,46.62374394,0.868207585,6.510157414,Alluvial Soil
13.77563925,38.83798387,37.83133403,76.31193604,31.80980803,0.065522848,6.057874519,Alluvial Soil
1.35187223,1.134257673,0.916699527,26.18422375,33.86197485,1.375632598,7.602254213,Desert Soil
47.98962033,18.624661,44.23791527,71.28909435,47.46925917,0.70346074,6.534088467,Alluvial Soil
34.9530295,14.69054652,28.63964042,53.03303281,23.21564703,0.370940484,7.367001523,Loamy Soil
1.611536949,0.518575604,1.447746944,19.76930006,19.93607897,0.669561547,7.809752802,Alluvial Soil
